0.47,hsa-miR-374b-5p,hsa-miR-148a-3p,"[0.0, -0.3595645199065673]"
0.43,hsa-miR-374b-5p,hsa-miR-199a-5p,"[0.19426871767253265, -0.3878127576166103]"
0.43,hsa-miR-374b-5p,hsa-miR-22-3p,"[0.009540662315981066, 0.1880264425336097]"
0.41,hsa-miR-374b-5p,hsa-miR-152,"[0.06361113357963273, -0.15522965646741754]"
0.38,hsa-miR-186-5p,hsa-let-7a-5p,"[0.0, 0.0]"
0.38,hsa-miR-374b-5p,hsa-miR-30a-5p,"[0.0012849883340699626, -0.033427254277623726]"
0.38,hsa-miR-374b-5p,hsa-let-7b-3p,"[-0.00446549104440319, 0.0]"
0.37,hsa-miR-186-5p,hsa-miR-32-5p,"[0.0, -0.024916393147165303]"
0.37,hsa-miR-186-5p,hsa-miR-125a-5p,"[0.0, -0.009517340650337942]"
0.37,hsa-miR-374b-5p,hsa-miR-142-5p,"[0.0, -0.010494378694447963]"
0.37,hsa-miR-374b-5p,hsa-miR-20a-5p,"[-0.00446549104440319, 0.0]"
0.36,hsa-miR-186-5p,hsa-miR-29b-3p,"[0.0, -0.005725144627947476]"
0.36,hsa-miR-186-5p,hsa-miR-424-5p,"[0.0, -0.019321161886065634]"
0.36,hsa-miR-186-5p,hsa-miR-181a-5p,"[0.0, 0.0]"
0.36,hsa-miR-374b-5p,hsa-miR-99b-5p,"[0.048042996877454315, -0.07731259265512791]"
0.36,hsa-miR-374b-5p,hsa-let-7d-5p,"[0.0, -0.02107204342855212]"
0.36,hsa-miR-374b-5p,hsa-miR-197-3p,"[0.0, -0.0496637486664413]"
0.36,hsa-miR-374b-5p,hsa-miR-103a-3p,"[-0.00446549104440319, 0.0]"
0.36,hsa-miR-374b-5p,hsa-miR-502-3p,"[0.0, -0.023956381261212724]"
0.36,hsa-miR-374b-5p,hsa-miR-423-5p,"[-0.00446549104440319, 0.0]"
0.35,hsa-miR-374b-5p,hsa-miR-338-3p,"[0.03403797941061756, -0.06696691452779396]"
0.35,hsa-miR-374b-5p,hsa-miR-139-5p,"[0.0, -0.03100833656152325]"
0.35,hsa-miR-374b-5p,hsa-miR-423-3p,"[0.004029442546039948, -0.05063037813272883]"
0.35,hsa-miR-374b-5p,hsa-let-7i-5p,"[-0.00446549104440319, 0.0]"
0.35,hsa-miR-374b-5p,hsa-miR-23a-3p,"[-0.00446549104440319, 0.0]"
0.35,hsa-miR-374b-5p,hsa-miR-532-3p,"[0.0, -0.007618885342800711]"
0.35,hsa-miR-374b-5p,hsa-miR-425-5p,"[-0.00446549104440319, 0.0]"
0.35,hsa-miR-374b-5p,hsa-let-7f-5p,"[0.0, -0.0235119493764935]"
0.35,hsa-miR-374b-5p,hsa-miR-126-3p,"[-0.00446549104440319, 0.0]"
0.35,hsa-miR-374b-5p,hsa-miR-30d-5p,"[0.0, -0.006077749341269961]"
0.35,hsa-miR-374b-5p,hsa-let-7d-3p,"[-0.00446549104440319, 0.0]"
0.35,hsa-miR-374b-5p,hsa-miR-106b-5p,"[-0.00446549104440319, 0.0]"
0.34,hsa-miR-186-5p,hsa-miR-151a-5p,"[0.0, -0.026469734781428302]"
0.34,hsa-miR-186-5p,hsa-miR-199a-3p,"[0.0, -0.021462421489281205]"
0.34,hsa-miR-374b-5p,hsa-miR-25-3p,"[-0.00446549104440319, 0.0]"
0.34,hsa-miR-374b-5p,hsa-miR-223-3p,"[-0.00446549104440319, 0.0]"
0.34,hsa-miR-374b-5p,hsa-miR-21-5p,"[0.0, 0.024598390050500366]"
0.34,hsa-miR-374b-5p,hsa-miR-375,"[-0.00446549104440319, 0.0]"
0.34,hsa-miR-374b-5p,hsa-miR-101-3p,"[-0.00446549104440319, 0.0]"
0.34,hsa-miR-374b-5p,hsa-miR-192-5p,"[0.0, -0.056266981528997666]"
0.34,hsa-miR-374b-5p,hsa-miR-30c-5p,"[-0.00446549104440319, 0.0]"
0.34,hsa-miR-374b-5p,hsa-miR-320b,"[0.0, -0.11239672915506532]"
0.34,hsa-miR-374b-5p,hsa-let-7g-5p,"[-0.00446549104440319, 0.0]"
0.33,hsa-miR-186-5p,hsa-miR-144-5p,"[0.0, -0.015132438041921444]"
0.33,hsa-miR-374b-5p,hsa-miR-146a-5p,"[-0.00446549104440319, 0.0]"
0.33,hsa-miR-374b-5p,hsa-miR-497-5p,"[-0.00446549104440319, 0.0]"
0.33,hsa-miR-374b-5p,hsa-miR-215,"[-0.00446549104440319, 0.0]"
0.33,hsa-miR-374b-5p,hsa-miR-144-3p,"[0.0, -0.06947870671593398]"
0.33,hsa-miR-374b-5p,hsa-miR-425-3p,"[0.0, -0.01612794287633419]"
0.32,hsa-miR-374b-5p,hsa-miR-660-5p,"[-0.00446549104440319, 0.0]"
