0.59,hsa-let-7b-5p,hsa-let-7e-5p,"[0.7343643913118287, -0.3674439597326062]"
0.58,hsa-let-7b-5p,hsa-miR-19b-3p,"[0.988104433700618, 1.0539513571320167]"
0.54,hsa-let-7b-5p,hsa-miR-29c-3p,"[0.0362916384495607, 0.6821372198513784]"
0.51,hsa-let-7b-5p,hsa-miR-326,"[0.640857829769358, -0.30031939643029437]"
0.5,hsa-let-7b-5p,hsa-miR-136-5p,"[0.45376967768178805, -0.19999283185519148]"
0.48,hsa-let-7b-5p,hsa-miR-33a-5p,"[0.5987302379050804, -0.28954683657638175]"
0.48,hsa-let-7b-5p,hsa-miR-26b-5p,"[0.39294737610365377, -0.44400502862610725]"
0.47,hsa-let-7b-5p,hsa-miR-93-5p,"[0.16293488086910704, -0.5392047719073492]"
0.46,hsa-let-7b-5p,hsa-miR-18a-5p,"[0.6537405911990568, -0.3100653128267335]"
0.46,hsa-let-7b-5p,hsa-miR-130a-3p,"[0.41926807004704064, -0.38737032308474806]"
0.46,hsa-let-7b-5p,hsa-miR-16-5p,"[0.6359924210295712, 0.2119585766519692]"
0.45,hsa-let-7b-5p,hsa-miR-451a,"[0.5774344399493387, 0.16860880411139859]"
0.45,hsa-let-7b-5p,hsa-miR-199a-5p,"[0.38223813934244033, -0.3015998137086868]"
0.44,hsa-let-7b-5p,hsa-miR-148a-3p,"[0.1003704376507433, -0.45306832865129026]"
0.43,hsa-let-7b-5p,hsa-miR-19a-3p,"[0.22562873586572774, 0.44438192488408185]"
0.43,hsa-let-7b-5p,hsa-miR-30a-5p,"[0.4834993130183058, -0.219702636177812]"
0.42,hsa-let-7b-5p,hsa-miR-150-5p,"[0.0, 0.11419869346013943]"
0.42,hsa-let-7b-5p,hsa-miR-30b-5p,"[0.15444349427123857, -0.3020349427056813]"
0.42,hsa-let-7b-5p,hsa-miR-99b-5p,"[0.6291241061586607, -0.2655615822100918]"
0.41,hsa-let-7b-5p,hsa-miR-99a-5p,"[0.5050574460860614, -0.24293410673094634]"
0.4,hsa-let-7b-5p,hsa-miR-106a-5p,"[0.011758654258799, 0.0]"
0.39,hsa-let-7b-5p,hsa-miR-24-3p,"[0.011758654258799, 0.0]"
0.39,hsa-let-7b-5p,hsa-miR-486-5p,"[0.20467149334844817, 0.3007147497086675]"
0.39,hsa-let-7b-5p,hsa-miR-23b-3p,"[0.14057662575354077, -0.5387843367952065]"
0.39,hsa-let-7b-5p,hsa-miR-10b-5p,"[0.01175919972435013, 0.0]"
0.39,hsa-let-7b-5p,hsa-miR-92a-3p,"[0.27586504384495475, 0.19701144908297305]"
0.39,hsa-let-7b-5p,hsa-miR-122-5p,"[0.0, -0.15558692214841977]"
0.39,hsa-let-7b-5p,hsa-miR-186-5p,"[0.011758654258799, 0.0]"
0.39,hsa-let-7b-5p,hsa-miR-146a-5p,"[0.011758654258799, 0.0]"
0.39,hsa-let-7b-5p,hsa-miR-21-5p,"[0.34274118837676165, 0.17454927856079205]"
0.38,hsa-let-7b-5p,hsa-miR-30e-5p,"[0.006417007977766346, 0.006770788041085325]"
0.38,hsa-let-7b-5p,hsa-miR-25-3p,"[0.011758654258799, 0.0]"
0.37,hsa-let-7b-5p,hsa-miR-532-5p,"[0.011758654258799, 0.0]"
0.37,hsa-let-7b-5p,hsa-miR-22-5p,"[0.05046580486713195, -0.020417323592252755]"
0.37,hsa-let-7b-5p,hsa-miR-18b-5p,"[0.3372768243821264, -0.17576403809054536]"
0.37,hsa-let-7b-5p,hsa-miR-140-3p,"[0.011759206730932205, 0.0]"
0.37,hsa-let-7b-5p,hsa-miR-222-3p,"[0.011758654258799, 0.0]"
0.37,hsa-let-7b-5p,hsa-miR-125b-5p,"[0.011758654258799, 0.0]"
0.37,hsa-let-7b-5p,hsa-miR-223-3p,"[0.15807327740052796, 0.06387951040456478]"
0.36,hsa-let-7b-5p,hsa-miR-221-3p,"[0.0, -0.2227191861533601]"
0.36,hsa-let-7b-5p,hsa-miR-34a-5p,"[0.13137265400537085, -0.049451869039129834]"
0.36,hsa-let-7b-5p,hsa-miR-15a-5p,"[0.20834675573055195, 0.1631552871853809]"
0.35,hsa-let-7b-5p,hsa-miR-27b-3p,"[0.005481378196142867, -0.17429833339645479]"
0.35,hsa-let-7b-5p,hsa-miR-338-3p,"[0.4238412358344439, -0.19442784057707216]"
0.35,hsa-let-7b-5p,hsa-miR-215,"[0.011758654258799, 0.0]"
0.34,hsa-let-7b-5p,hsa-miR-342-3p,"[0.011758654258799, 0.0]"
0.34,hsa-let-7b-5p,hsa-miR-374b-5p,"[0.14616438791240657, -0.060012600028001926]"
0.34,hsa-let-7b-5p,hsa-miR-375,"[0.011758654258799, 0.0]"
0.34,hsa-let-7b-5p,hsa-miR-497-5p,"[0.011758654258799, 0.0]"
0.32,hsa-let-7b-5p,hsa-miR-148b-3p,"[0.03508790636501411, -0.033414595039907756]"
