('petal length', 52)
('petal width', 52)
('sepal length', 26)
('4.19201733307', 2)
('4.58176649585', 2)
('3.08313365782', 2)
('1.40381566536', 2)
('2.94963901858', 2)
('4.54055100239', 2)
('4.07395539412', 2)
('1.67291228473', 2)
('3.59076322185', 2)
('1.5367980777', 2)
('3.67173551208', 2)
('3.05045191281', 2)
('1.39372176315', 2)
('3.35233959378', 2)
('3.81027969874', 2)
('4.78710192739', 2)
('4.13604818517', 2)
('2.21786097648', 2)
('sepal width', 2)
('2.20068026182', 2)
('1.6678434862', 2)
('4.30334663369', 2)
('2.23070662394', 2)
('1.43815375605', 2)
('4.44655589802', 2)
('4.29321971278', 1)
('4.848865586', 1)
('1.59101864024', 1)
('1.96072370036', 1)
('3.2076341759', 1)
('4.16560692491', 1)
('4.31184551989', 1)
('1.05906688143', 1)
('4.58785423488', 1)
('3.89848321708', 1)
('4.36685859536', 1)
('1.35160925019', 1)
('4.50798754377', 1)
('2.83268960733', 1)
('4.69030767216', 1)
('4.08310833288', 1)
('3.11863578047', 1)
('2.18915816508', 1)
('1.96701262315', 1)
('2.37105084213', 1)
('1.44967370203', 1)
('4.00450551608', 1)
('4.63836060169', 1)
('2.86938463469', 1)
('3.10344849404', 1)
('4.23003427086', 1)
