('petal length', 52)
('sepal width', 52)
('sepal length', 52)
('petal width', 52)
('4.29321971278', 3)
('4.848865586', 3)
('1.59101864024', 3)
('4.19201733307', 3)
('4.58176649585', 3)
('3.08313365782', 3)
('1.96072370036', 3)
('1.40381566536', 3)
('3.2076341759', 3)
('2.94963901858', 3)
('4.54055100239', 3)
('4.07395539412', 3)
('1.67291228473', 3)
('3.59076322185', 3)
('1.5367980777', 3)
('3.67173551208', 3)
('3.05045191281', 3)
('1.39372176315', 3)
('3.35233959378', 3)
('4.16560692491', 3)
('4.31184551989', 3)
('1.05906688143', 3)
('4.58785423488', 3)
('3.89848321708', 3)
('3.81027969874', 3)
('4.36685859536', 3)
('1.35160925019', 3)
('4.78710192739', 3)
('4.50798754377', 3)
('4.13604818517', 3)
('2.21786097648', 3)
('2.83268960733', 3)
('2.20068026182', 3)
('4.69030767216', 3)
('1.6678434862', 3)
('4.08310833288', 3)
('3.11863578047', 3)
('4.30334663369', 3)
('2.23070662394', 3)
('1.43815375605', 3)
('2.18915816508', 3)
('4.44655589802', 3)
('1.96701262315', 3)
('2.37105084213', 3)
('1.44967370203', 3)
('4.00450551608', 3)
('4.63836060169', 3)
('2.86938463469', 3)
('3.10344849404', 3)
('4.23003427086', 3)
