0.54,2,5,2,5
0.52,2,10,2,10
0.49,2,3,2,3
0.48,2,8,2,8
0.48,2,17,2,17
0.46,2,16,2,16
0.45, 0,2,0,2
0.45,1,2,1,2
0.45,2,9,2,9
0.45,2,12,2,12
0.45,2,14,2,14
0.44,2,7,2,7
0.44,2,13,2,13
0.43,2,15,2,15
0.43,3,10,3,10
0.42,2,11,2,11
0.41,2,4,2,4
0.41,2,6,2,6
0.41,3,13,3,13
0.41,3,14,3,14
0.4, 0,3,0,3
0.4,7,8,7,8
0.4,7,10,7,10
0.4,7,13,7,13
0.39,2,18,2,18
0.39,3,7,3,7
0.39,3,11,3,11
0.39,10,18,10,18
0.39,13,16,13,16
0.38, 0,4,0,4
0.38, 0,13,0,13
0.38, 0,18,0,18
0.38,1,16,1,16
0.38,3,5,3,5
0.38,3,17,3,17
0.38,4,7,4,7
0.38,4,8,4,8
0.38,6,11,6,11
0.38,8,15,8,15
0.38,10,15,10,15
0.38,11,13,11,13
0.38,16,17,16,17
0.38,16,18,16,18
0.37, 0,7,0,7
0.37, 0,8,0,8
0.37, 0,9,0,9
0.37, 0,10,0,10
0.37, 0,11,0,11
0.37, 0,15,0,15
0.37,1,4,1,4
0.37,3,6,3,6
0.37,3,16,3,16
0.37,4,5,4,5
0.37,4,11,4,11
0.37,4,13,4,13
0.37,4,14,4,14
0.37,4,15,4,15
0.37,4,16,4,16
0.37,4,17,4,17
0.37,5,8,5,8
0.37,5,9,5,9
0.37,5,13,5,13
0.37,6,10,6,10
0.37,6,13,6,13
0.37,6,17,6,17
0.37,7,9,7,9
0.37,7,16,7,16
0.37,8,11,8,11
0.37,8,17,8,17
0.37,9,10,9,10
0.37,9,11,9,11
0.37,9,13,9,13
0.37,9,17,9,17
0.37,10,11,10,11
0.37,10,13,10,13
0.37,10,14,10,14
0.37,11,14,11,14
0.37,12,13,12,13
0.37,12,16,12,16
0.37,13,14,13,14
0.36, 0,1,0,1
0.36, 0,5,0,5
0.36, 0,16,0,16
0.36,1,3,1,3
0.36,1,8,1,8
0.36,1,10,1,10
0.36,1,11,1,11
0.36,1,12,1,12
0.36,1,14,1,14
0.36,1,15,1,15
0.36,3,12,3,12
0.36,3,15,3,15
0.36,3,18,3,18
0.36,4,12,4,12
0.36,5,7,5,7
0.36,5,10,5,10
0.36,5,14,5,14
0.36,5,15,5,15
0.36,5,16,5,16
0.36,6,9,6,9
0.36,6,16,6,16
0.36,7,11,7,11
0.36,7,17,7,17
0.36,8,13,8,13
0.36,9,18,9,18
0.36,10,17,10,17
0.36,11,16,11,16
0.36,11,18,11,18
0.36,12,14,12,14
0.36,12,18,12,18
0.36,13,15,13,15
0.36,13,17,13,17
0.36,13,18,13,18
0.36,14,15,14,15
0.36,14,17,14,17
0.36,15,16,15,16
0.36,15,17,15,17
0.36,17,18,17,18
0.35, 0,14,0,14
0.35, 0,17,0,17
0.35,1,5,1,5
0.35,1,9,1,9
0.35,1,17,1,17
0.35,1,18,1,18
0.35,3,4,3,4
0.35,3,8,3,8
0.35,3,9,3,9
0.35,4,6,4,6
0.35,4,9,4,9
0.35,4,18,4,18
0.35,5,11,5,11
0.35,5,17,5,17
0.35,5,18,5,18
0.35,6,7,6,7
0.35,6,8,6,8
0.35,6,12,6,12
0.35,6,18,6,18
0.35,7,14,7,14
0.35,7,15,7,15
0.35,7,18,7,18
0.35,8,10,8,10
0.35,8,14,8,14
0.35,9,15,9,15
0.35,9,16,9,16
0.35,11,15,11,15
0.35,11,17,11,17
0.35,14,16,14,16
0.35,15,18,15,18
0.34, 0,6,0,6
0.34,1,6,1,6
0.34,1,7,1,7
0.34,1,13,1,13
0.34,4,10,4,10
0.34,5,6,5,6
0.34,5,12,5,12
0.34,6,14,6,14
0.34,6,15,6,15
0.34,7,12,7,12
0.34,8,9,8,9
0.34,8,12,8,12
0.34,8,18,8,18
0.34,9,12,9,12
0.34,10,12,10,12
0.34,10,16,10,16
0.34,11,12,11,12
0.34,12,15,12,15
0.34,12,17,12,17
0.34,14,18,14,18
0.33, 0,12,0,12
0.33,8,16,8,16
0.33,9,14,9,14
