0.61,7,10,7,10
0.61,23,30,23,30
0.6,10,30,10,30
0.59,0,30,0,30
0.59,3,30,3,30
0.59,12,30,12,30
0.59,18,30,18,30
0.59,19,30,19,30
0.59,30,31,30,31
0.58,1,30,1,30
0.58,2,30,2,30
0.58,4,30,4,30
0.58,6,30,6,30
0.58,7,30,7,30
0.58,12,31,12,31
0.58,13,30,13,30
0.58,14,30,14,30
0.58,16,30,16,30
0.58,22,30,22,30
0.58,24,30,24,30
0.58,28,30,28,30
0.58,29,30,29,30
0.57,0,5,0,5
0.57,1,14,1,14
0.57,2,14,2,14
0.57,5,7,5,7
0.57,5,19,5,19
0.57,5,27,5,27
0.57,7,25,7,25
0.57,7,31,7,31
0.57,8,30,8,30
0.57,9,30,9,30
0.57,10,17,10,17
0.57,11,14,11,14
0.57,11,30,11,30
0.57,12,14,12,14
0.57,13,14,13,14
0.57,14,15,14,15
0.57,14,19,14,19
0.57,14,20,14,20
0.57,14,23,14,23
0.57,15,30,15,30
0.57,17,30,17,30
0.57,20,30,20,30
0.57,26,30,26,30
0.57,30,32,30,32
0.56,0,14,0,14
0.56,5,17,5,17
0.56,6,14,6,14
0.56,7,13,7,13
0.56,10,18,10,18
0.56,12,29,12,29
0.56,14,16,14,16
0.56,14,18,14,18
0.56,17,31,17,31
0.56,21,30,21,30
0.56,25,30,25,30
0.56,27,30,27,30
0.55,3,14,3,14
0.55,5,6,5,6
0.55,5,10,5,10
0.55,5,12,5,12
0.55,5,29,5,29
0.55,5,32,5,32
0.55,7,12,7,12
0.55,7,17,7,17
0.55,7,19,7,19
0.55,7,23,7,23
0.55,8,14,8,14
0.55,9,12,9,12
0.55,9,14,9,14
0.55,10,12,10,12
0.55,10,13,10,13
0.55,10,19,10,19
0.55,12,26,12,26
0.55,14,24,14,24
0.55,14,28,14,28
0.55,14,32,14,32
0.54,0,10,0,10
0.54,0,12,0,12
0.54,1,7,1,7
0.54,3,5,3,5
0.54,3,10,3,10
0.54,3,17,3,17
0.54,5,8,5,8
0.54,5,14,5,14
0.54,5,25,5,25
0.54,5,30,5,30
0.54,7,20,7,20
0.54,7,24,7,24
0.54,8,10,8,10
0.54,9,10,9,10
0.54,10,14,10,14
0.54,10,16,10,16
0.54,10,22,10,22
0.54,10,24,10,24
0.54,10,29,10,29
0.54,10,32,10,32
0.54,11,31,11,31
0.54,14,17,14,17
0.54,14,21,14,21
0.54,14,22,14,22
0.54,14,25,14,25
0.54,14,29,14,29
0.54,17,23,17,23
0.54,17,25,17,25
0.54,17,26,17,26
0.54,19,31,19,31
0.54,23,31,23,31
0.54,26,31,26,31
0.54,27,31,27,31
0.53,0,17,0,17
0.53,1,10,1,10
0.53,1,17,1,17
0.53,2,5,2,5
0.53,2,7,2,7
0.53,2,10,2,10
0.53,3,7,3,7
0.53,4,5,4,5
0.53,4,14,4,14
0.53,4,17,4,17
0.53,4,31,4,31
0.53,5,15,5,15
0.53,5,16,5,16
0.53,5,22,5,22
0.53,5,24,5,24
0.53,5,31,5,31
0.53,6,10,6,10
0.53,6,12,6,12
0.53,7,8,7,8
0.53,7,14,7,14
0.53,7,16,7,16
0.53,7,22,7,22
0.53,10,11,10,11
0.53,10,15,10,15
0.53,10,20,10,20
0.53,10,26,10,26
0.53,10,27,10,27
0.53,10,28,10,28
0.53,11,17,11,17
0.53,12,19,12,19
0.53,12,22,12,22
0.53,12,23,12,23
0.53,12,24,12,24
0.53,12,28,12,28
0.53,14,26,14,26
0.53,17,20,17,20
0.53,20,31,20,31
0.53,28,31,28,31
0.53,29,31,29,31
0.52,0,7,0,7
0.52,1,5,1,5
0.52,2,12,2,12
0.52,2,17,2,17
0.52,3,31,3,31
0.52,4,7,4,7
0.52,4,10,4,10
0.52,5,13,5,13
0.52,5,18,5,18
0.52,5,20,5,20
0.52,5,21,5,21
0.52,5,28,5,28
0.52,6,17,6,17
0.52,7,27,7,27
0.52,7,29,7,29
0.52,9,17,9,17
0.52,10,21,10,21
0.52,10,23,10,23
0.52,10,25,10,25
0.52,12,15,12,15
0.52,12,18,12,18
0.52,12,20,12,20
0.52,12,21,12,21
0.52,12,27,12,27
0.52,14,27,14,27
0.52,14,31,14,31
0.52,15,17,15,17
0.52,15,31,15,31
0.52,17,18,17,18
0.52,17,21,17,21
0.52,17,22,17,22
0.52,17,24,17,24
0.52,17,29,17,29
0.52,17,32,17,32
0.52,21,31,21,31
0.52,31,32,31,32
0.51,0,25,0,25
0.51,1,12,1,12
0.51,2,31,2,31
0.51,4,12,4,12
0.51,4,29,4,29
0.51,5,9,5,9
0.51,5,26,5,26
0.51,6,25,6,25
0.51,6,31,6,31
0.51,7,15,7,15
0.51,7,28,7,28
0.51,7,32,7,32
0.51,8,17,8,17
0.51,8,31,8,31
0.51,10,31,10,31
0.51,11,12,11,12
0.51,12,16,12,16
0.51,12,17,12,17
0.51,12,32,12,32
0.51,13,31,13,31
0.51,16,17,16,17
0.51,16,31,16,31
0.51,17,19,17,19
0.51,17,27,17,27
0.51,17,28,17,28
0.51,18,31,18,31
0.51,20,25,20,25
0.51,21,27,21,27
0.51,24,31,24,31
0.51,25,31,25,31
0.5,1,31,1,31
0.5,3,19,3,19
0.5,5,11,5,11
0.5,5,23,5,23
0.5,6,7,6,7
0.5,7,9,7,9
0.5,7,11,7,11
0.5,7,21,7,21
0.5,7,26,7,26
0.5,8,12,8,12
0.5,8,25,8,25
0.5,9,31,9,31
0.5,12,13,12,13
0.5,12,25,12,25
0.5,19,20,19,20
0.5,19,32,19,32
0.5,21,23,21,23
0.5,22,31,22,31
0.5,23,32,23,32
0.49,0,31,0,31
0.49,3,12,3,12
0.49,6,29,6,29
0.49,7,18,7,18
0.49,11,27,11,27
0.49,13,17,13,17
0.49,13,21,13,21
0.49,15,25,15,25
0.49,16,25,16,25
0.49,18,19,18,19
0.49,19,21,19,21
0.49,19,25,19,25
0.49,21,25,21,25
0.49,21,28,21,28
0.49,21,29,21,29
0.49,22,25,22,25
0.49,24,25,24,25
0.49,25,29,25,29
0.48,1,25,1,25
0.48,2,25,2,25
0.48,4,21,4,21
0.48,4,25,4,25
0.48,9,21,9,21
0.48,9,25,9,25
0.48,11,19,11,19
0.48,11,25,11,25
0.48,13,25,13,25
0.48,15,29,15,29
0.48,18,21,18,21
0.48,18,25,18,25
0.48,19,22,19,22
0.48,19,27,19,27
0.48,19,29,19,29
0.48,20,29,20,29
0.48,22,29,22,29
0.48,23,29,23,29
0.48,27,32,27,32
0.47,0,32,0,32
0.47,1,21,1,21
0.47,1,32,1,32
0.47,2,21,2,21
0.47,2,32,2,32
0.47,3,20,3,20
0.47,3,25,3,25
0.47,3,32,3,32
0.47,4,15,4,15
0.47,4,32,4,32
0.47,8,21,8,21
0.47,9,19,9,19
0.47,9,20,9,20
0.47,11,21,11,21
0.47,11,29,11,29
0.47,15,21,15,21
0.47,16,23,16,23
0.47,16,32,16,32
0.47,19,23,19,23
0.47,20,21,20,21
0.47,20,28,20,28
0.47,21,32,21,32
0.47,22,32,22,32
0.47,23,25,23,25
0.47,25,26,25,26
0.47,25,27,25,27
0.47,26,29,26,29
0.47,29,32,29,32
0.46,0,19,0,19
0.46,0,21,0,21
0.46,0,29,0,29
0.46,1,19,1,19
0.46,1,27,1,27
0.46,1,29,1,29
0.46,2,29,2,29
0.46,4,6,4,6
0.46,4,13,4,13
0.46,4,19,4,19
0.46,4,23,4,23
0.46,4,24,4,24
0.46,4,27,4,27
0.46,6,21,6,21
0.46,6,32,6,32
0.46,8,29,8,29
0.46,8,32,8,32
0.46,9,29,9,29
0.46,11,20,11,20
0.46,13,19,13,19
0.46,13,29,13,29
0.46,15,19,15,19
0.46,16,29,16,29
0.46,18,27,18,27
0.46,18,32,18,32
0.46,19,24,19,24
0.46,19,26,19,26
0.46,20,23,20,23
0.46,20,32,20,32
0.46,21,24,21,24
0.46,21,26,21,26
0.46,23,27,23,27
0.46,24,29,24,29
0.46,24,32,24,32
0.46,25,28,25,28
0.46,25,32,25,32
0.46,26,32,26,32
0.46,27,29,27,29
0.46,28,29,28,29
0.46,28,32,28,32
0.45,0,27,0,27
0.45,1,20,1,20
0.45,2,19,2,19
0.45,3,4,3,4
0.45,3,21,3,21
0.45,3,29,3,29
0.45,4,9,4,9
0.45,4,11,4,11
0.45,4,16,4,16
0.45,4,18,4,18
0.45,4,20,4,20
0.45,6,19,6,19
0.45,6,20,6,20
0.45,6,27,6,27
0.45,8,19,8,19
0.45,9,27,9,27
0.45,9,32,9,32
0.45,11,23,11,23
0.45,13,16,13,16
0.45,13,20,13,20
0.45,13,32,13,32
0.45,15,20,15,20
0.45,15,32,15,32
0.45,16,19,16,19
0.45,16,21,16,21
0.45,18,29,18,29
0.45,20,24,20,24
0.45,20,27,20,27
0.45,21,22,21,22
0.44,0,4,0,4
0.44,0,23,0,23
0.44,1,4,1,4
0.44,2,4,2,4
0.44,2,20,2,20
0.44,2,27,2,27
0.44,3,6,3,6
0.44,3,27,3,27
0.44,4,8,4,8
0.44,4,26,4,26
0.44,8,27,8,27
0.44,11,32,11,32
0.44,16,20,16,20
0.44,19,28,19,28
0.44,20,26,20,26
0.44,22,23,22,23
0.44,23,26,23,26
0.44,24,27,24,27
0.44,26,27,26,27
0.44,27,28,27,28
0.43,1,23,1,23
0.43,2,23,2,23
0.43,3,13,3,13
0.43,4,22,4,22
0.43,4,28,4,28
0.43,8,20,8,20
0.43,9,26,9,26
0.43,11,26,11,26
0.43,11,28,11,28
0.43,13,26,13,26
0.43,13,27,13,27
0.43,16,27,16,27
0.43,18,20,18,20
0.43,18,23,18,23
0.43,18,28,18,28
0.43,22,26,22,26
0.43,22,27,22,27
0.42,0,20,0,20
0.42,1,26,1,26
0.42,1,28,1,28
0.42,2,26,2,26
0.42,2,28,2,28
0.42,3,9,3,9
0.42,3,18,3,18
0.42,3,23,3,23
0.42,3,26,3,26
0.42,6,18,6,18
