label,1.744,4.575,1.691,4.500,4.212,2.599,1.894,1.371,4.966,1.954,2.936,4.342,3.544,2.599,1.197,2.198,2.789,3.237,3.269,3.481
0,3.320,1.648,3.667,1.027,2.497,2.053,3.204,3.634,4.278,1.778,4.407,1.447,4.713,4.202,3.065,1.052,2.725,3.597,4.512,4.843
0,2.770,2.512,1.635,2.112,3.372,1.912,3.259,3.043,1.498,1.880,1.018,1.728,3.693,3.508,1.794,3.572,1.514,1.709,3.093,2.102
0,1.459,4.761,4.945,3.583,4.738,4.782,2.784,4.164,2.646,1.326,2.215,2.894,3.442,4.793,1.682,1.839,2.193,2.058,3.277,1.195
0,2.407,1.809,3.784,1.075,2.991,3.533,2.565,2.094,1.493,1.389,2.652,4.867,3.232,2.330,4.060,3.878,2.995,1.017,2.896,3.815
0,3.988,2.031,1.965,2.838,3.832,2.035,1.062,4.148,3.011,2.626,2.769,2.190,2.648,1.061,1.299,1.006,3.209,4.563,2.506,1.557
0,1.464,1.890,2.805,2.695,2.809,3.946,1.894,4.883,4.006,1.597,3.514,1.197,4.507,1.091,3.443,1.927,3.234,3.267,4.884,3.135
0,4.786,3.287,3.936,3.262,4.370,2.827,2.140,1.324,3.484,2.084,2.593,1.192,4.833,3.520,2.070,4.126,4.088,3.765,2.580,4.313
0,3.961,2.215,3.353,1.122,1.687,1.189,1.620,1.034,3.891,3.361,1.456,3.640,3.310,1.306,3.189,4.054,1.880,1.715,4.626,4.768
0,3.776,1.432,1.055,4.543,3.816,2.064,3.022,1.090,4.906,4.079,4.444,4.237,3.458,2.695,1.582,4.576,4.737,3.835,4.683,4.373
0,1.268,4.883,1.045,2.002,3.722,1.871,1.842,1.411,1.560,1.291,4.801,3.826,1.703,2.737,4.063,3.412,3.449,1.508,3.457,4.887
0,4.125,1.850,1.655,4.592,1.291,1.401,3.957,1.278,2.197,1.076,4.324,1.040,2.733,2.612,3.549,1.414,3.704,3.752,2.785,4.208
0,4.698,1.078,3.112,2.489,3.981,4.754,1.477,4.097,3.330,3.334,3.375,1.235,3.653,3.426,2.444,3.430,1.008,4.759,3.497,2.003
0,1.474,1.928,2.596,4.173,4.172,4.625,1.840,1.559,1.908,2.025,2.041,2.422,1.665,2.663,2.921,4.563,3.133,1.501,2.569,1.890
0,1.185,1.035,2.744,3.633,4.006,3.770,1.126,2.274,2.676,4.120,1.531,2.903,1.551,3.524,3.886,3.321,4.503,4.279,2.121,1.768
0,3.961,1.362,3.621,1.845,3.852,1.066,2.761,1.246,2.613,4.229,3.211,1.364,4.875,4.835,3.033,1.937,4.630,4.765,4.156,4.221
0,4.354,4.774,3.003,2.342,4.585,2.896,1.949,1.620,3.952,1.260,4.465,4.835,1.149,2.685,3.128,4.654,3.090,4.083,1.849,2.496
0,1.575,1.315,3.354,2.291,2.820,4.423,1.242,2.936,3.100,2.700,4.493,3.757,3.488,2.302,3.669,4.386,4.699,1.680,3.760,2.245
0,3.100,2.227,1.028,2.122,4.217,3.606,3.800,2.936,2.558,3.293,3.876,2.625,4.497,4.748,2.053,2.300,1.914,2.494,1.877,3.246
0,1.274,3.281,3.444,4.536,1.063,4.198,4.192,3.505,2.163,3.084,2.941,2.345,4.651,3.640,4.577,2.450,1.049,2.748,3.887,1.170
0,3.603,2.648,2.309,1.229,3.525,1.393,2.930,1.880,3.875,2.903,2.207,3.833,3.249,1.893,2.648,4.832,1.004,3.424,4.923,3.529
