label,10.27,1.179,5.366,9.695,6.456,3.332,7.793,9.373,7.195,7.517,8.655,3.440,5.915,5.171,7.011,9.660,-0.66,5.851,3.084,14.25
0,15.60,6.922,6.844,5.883,3.888,6.150,11.66,5.433,6.612,9.148,8.226,12.64,3.910,3.234,6.954,2.230,11.28,8.113,13.28,3.189
0,7.414,7.809,5.387,3.272,10.90,4.076,8.380,13.83,7.335,4.931,7.492,4.019,1.574,3.742,6.270,5.467,4.898,9.588,9.869,8.841
0,4.577,7.065,4.657,10.20,6.569,3.565,5.807,9.269,8.368,6.688,8.085,4.859,9.244,4.030,9.383,9.147,6.357,8.636,0.389,5.328
0,2.704,7.642,7.123,4.725,11.64,6.336,7.917,7.686,10.46,6.056,7.330,4.381,6.941,8.401,8.451,6.723,6.540,4.881,9.120,4.985
0,5.911,6.299,10.24,6.487,5.648,4.900,4.655,5.459,5.605,10.27,6.562,6.402,5.434,6.793,4.988,0.763,5.199,7.999,9.737,7.057
0,11.81,6.473,5.072,2.386,9.682,6.243,6.917,5.625,5.996,7.645,4.496,5.846,7.218,4.679,11.31,1.343,4.092,7.397,9.306,7.076
0,3.817,7.860,5.849,2.179,9.637,11.48,9.476,13.11,9.798,3.878,6.483,11.55,6.633,4.057,5.081,4.835,8.433,6.918,7.750,13.01
0,7.132,6.085,-0.80,3.334,8.459,10.40,7.528,4.346,5.004,6.649,8.690,5.144,5.997,4.268,7.325,7.115,6.442,6.262,5.553,9.298
0,9.306,11.38,9.939,3.827,11.11,8.601,12.35,1.851,4.678,1.726,7.514,3.565,5.072,4.635,7.579,7.317,3.427,3.899,5.982,4.331
0,3.908,6.522,7.559,8.408,5.856,4.337,8.267,6.372,7.357,9.732,9.386,6.228,6.857,6.859,9.651,10.12,3.342,4.297,7.081,1.502
0,11.04,1.629,9.820,10.76,5.153,6.678,7.180,8.641,9.203,4.930,7.453,8.912,11.35,-0.29,1.262,9.200,14.15,4.616,6.891,5.828
0,5.737,5.607,6.048,7.549,5.876,8.330,2.458,3.776,8.853,5.343,3.235,7.438,6.725,7.962,7.469,9.129,6.152,6.931,10.87,6.062
0,12.93,4.178,12.47,8.308,3.553,12.53,4.708,9.595,5.908,7.362,5.862,6.602,9.625,10.03,9.287,9.539,5.152,6.519,6.850,6.596
0,5.920,1.925,4.857,6.365,7.037,8.895,5.714,9.356,7.768,9.313,5.136,7.512,2.383,5.911,4.142,7.630,4.851,4.069,3.418,11.67
0,8.846,9.992,7.640,7.770,5.456,5.225,9.206,6.283,10.40,14.51,1.191,10.12,11.02,6.621,9.767,10.90,9.890,9.404,4.708,9.003
0,7.313,8.331,7.144,9.329,5.237,1.573,11.13,7.940,5.646,6.692,5.966,7.323,8.097,13.04,9.505,6.020,6.458,7.604,3.933,13.66
0,6.419,9.461,3.752,8.731,6.090,5.716,8.666,9.204,5.199,11.45,6.137,4.442,6.631,5.409,7.755,8.191,4.107,10.02,13.40,10.33
0,8.996,7.687,6.927,7.710,7.985,6.072,7.414,4.841,2.483,11.62,8.201,6.791,9.599,5.918,7.027,7.631,9.506,8.339,9.341,7.031
0,8.375,3.035,9.528,5.758,3.995,4.420,6.288,3.750,3.924,10.30,3.132,8.597,-0.94,9.232,3.672,6.140,8.987,6.622,6.631,3.912
0,11.46,5.848,1.902,2.972,3.132,8.796,10.42,5.531,9.085,13.13,12.04,7.189,4.145,2.919,9.768,5.934,2.505,7.943,4.993,6.003
0,7.710,8.025,2.833,9.089,12.92,7.010,6.504,4.146,4.824,6.464,7.002,11.11,14.14,5.251,13.45,5.066,9.785,1.399,11.81,8.029
0,6.359,10.52,6.311,5.536,11.03,9.856,4.099,7.069,8.514,9.908,7.962,11.70,7.073,6.846,4.232,5.991,5.176,7.242,4.590,7.004
0,9.513,8.194,9.402,9.557,2.845,2.972,5.279,8.371,7.052,10.79,7.981,15.20,7.872,5.612,7.962,6.553,8.308,7.218,7.255,3.315
0,5.732,12.01,10.53,2.420,14.03,9.327,14.23,4.407,7.849,11.71,3.117,4.415,4.126,2.961,11.34,11.03,2.640,6.151,8.447,11.36
0,8.083,6.523,8.969,12.20,6.308,3.753,12.37,4.349,9.611,7.242,9.093,6.214,3.431,9.375,10.21,4.620,3.624,5.156,4.317,6.896
0,10.44,9.453,8.377,6.616,4.349,6.539,14.32,10.67,4.484,6.843,4.980,4.343,7.992,9.306,5.621,9.057,5.637,6.772,8.497,6.909
0,8.443,9.632,12.34,4.812,6.243,7.063,5.375,3.242,6.502,6.361,10.56,2.736,3.687,8.824,11.06,10.46,5.350,8.236,8.939,4.994
0,9.115,11.02,8.835,9.079,9.435,9.450,8.986,4.078,11.76,4.107,3.423,5.848,8.488,9.580,10.33,5.814,7.822,5.613,8.222,2.656
0,9.012,9.943,5.023,6.491,6.601,3.819,6.598,13.65,8.535,5.932,9.038,6.548,6.232,4.440,4.245,9.699,6.199,7.282,10.26,5.531
0,4.285,3.343,8.435,8.232,8.676,7.882,4.296,8.819,2.738,0.685,7.479,5.057,5.927,10.52,8.505,6.515,12.37,6.678,3.697,8.920
0,5.905,4.049,6.203,4.022,12.27,6.811,6.760,6.848,8.391,6.123,6.157,7.906,3.858,1.216,7.428,8.752,8.403,9.376,4.928,4.732
0,5.189,10.50,7.996,10.87,10.39,6.695,5.924,3.045,4.880,9.791,1.996,9.370,6.873,3.847,5.751,9.294,10.48,10.20,4.922,7.473
0,4.070,3.595,4.700,1.272,9.293,6.560,6.330,2.550,6.728,7.953,12.97,10.08,4.884,4.530,8.941,2.034,9.687,9.328,3.828,8.884
0,6.881,4.581,11.66,7.430,10.55,8.072,4.299,3.964,10.90,9.288,11.40,5.807,4.154,7.047,3.469,8.070,7.350,5.300,11.29,9.477
0,12.19,8.201,2.257,10.14,2.808,11.52,7.188,9.611,5.178,11.15,3.336,6.397,0.478,10.02,7.149,10.26,5.297,3.874,4.634,9.280
