label,1.927,4.022,2.141,3.680,3.865,2.951,1.439,3.955,4.850,3.403,3.560,2.597,2.789,3.966,3.215,4.059,1.883,1.695,2.853,3.276,3.801,3.233,4.782,4.093,4.115,4.440,2.186,3.047,2.997,2.756,3.405,2.690,1.094,4.422,1.613,2.855,3.265,4.211,2.345,1.709,1.589,3.852,1.727,2.820,4.384,4.504,2.141,1.410,2.049,3.296,4.311,4.674,3.785,4.142,1.071
0,2.594,1.321,2.635,4.819,4.127,4.850,1.995,3.360,3.048,3.299,2.034,2.937,4.619,1.010,2.752,3.399,4.446,1.096,3.362,1.788,2.076,4.882,2.548,2.029,1.206,1.197,1.146,4.849,2.165,1.702,2.059,2.314,4.916,3.625,1.567,2.767,3.756,2.191,4.360,3.418,1.259,1.687,3.116,3.320,4.925,3.327,4.184,4.425,2.006,4.944,2.768,4.535,3.770,4.827,1.223
0,1.574,1.541,3.394,3.142,2.913,3.910,2.222,3.568,1.274,4.987,1.821,2.321,1.563,2.061,2.346,2.646,1.257,4.914,2.852,4.991,2.936,4.896,1.830,4.168,3.197,3.416,1.495,1.802,1.651,1.456,3.441,3.204,3.645,3.810,4.338,1.000,4.338,2.472,2.011,2.838,2.195,1.814,3.306,4.030,3.515,4.373,1.631,3.273,4.514,2.505,2.620,1.778,3.108,2.850,2.878
0,4.306,2.197,4.172,4.792,4.376,1.615,3.197,1.399,1.702,2.271,3.047,1.196,2.969,3.043,4.691,1.857,1.296,3.774,1.068,1.883,3.947,1.823,4.971,1.259,2.833,2.724,3.310,4.145,2.595,1.787,1.589,4.931,3.941,2.944,4.536,1.606,2.031,4.670,3.405,3.770,4.857,3.402,2.995,3.121,2.685,4.432,3.772,1.945,3.596,3.241,1.876,3.116,1.805,4.271,1.428
0,2.334,3.926,2.848,1.647,1.742,3.915,3.585,1.312,3.737,3.162,4.656,1.386,1.647,3.694,1.710,3.903,1.614,3.809,3.808,3.933,3.473,1.750,4.847,3.102,3.913,1.004,2.337,1.785,1.004,2.581,4.841,1.647,2.926,4.653,4.512,1.055,1.650,1.927,1.849,2.576,3.853,1.731,3.533,2.722,2.271,3.801,2.684,4.063,1.347,4.784,2.724,3.066,2.998,2.359,4.232
0,4.164,2.172,2.082,2.668,3.593,1.609,2.948,1.227,3.191,2.067,4.038,1.850,3.628,1.947,3.013,2.366,4.049,1.837,4.037,4.612,4.315,1.342,3.814,4.066,4.742,4.338,4.633,3.740,2.661,3.675,1.407,4.604,1.711,1.904,1.022,1.940,4.538,2.008,2.878,2.726,2.260,1.648,3.640,1.462,3.183,4.287,1.798,2.147,4.179,4.904,2.451,3.875,3.573,3.910,4.877
0,3.936,4.802,4.296,3.236,1.589,4.595,1.371,3.545,3.812,3.982,3.873,3.783,3.727,3.418,2.541,2.614,3.811,2.639,3.562,3.149,4.212,4.392,3.442,3.393,1.797,3.927,4.138,1.610,1.497,4.666,4.757,1.953,3.086,2.224,2.255,1.163,1.093,1.722,2.107,1.887,4.654,1.548,1.798,4.237,4.569,4.063,1.487,4.445,2.402,2.221,1.391,2.933,1.770,1.724,3.707
0,1.045,2.129,1.971,4.423,3.458,1.849,4.547,4.259,2.769,1.387,1.241,1.758,3.181,1.274,1.706,1.501,3.155,4.623,2.635,3.091,4.785,3.349,1.515,1.505,4.643,4.535,2.257,2.491,3.148,4.515,3.953,4.749,3.113,1.810,2.925,1.501,3.553,3.860,4.845,4.510,1.932,3.707,2.297,3.814,1.558,3.911,4.740,1.348,1.318,2.831,1.827,3.125,4.419,1.986,2.656
0,2.826,2.101,4.251,1.678,1.547,1.131,1.166,1.674,1.989,3.778,3.902,1.990,1.246,1.584,1.321,3.865,1.841,1.390,1.193,4.550,1.505,2.347,2.032,2.269,4.958,4.490,4.022,3.485,4.637,1.767,2.061,3.802,4.238,3.685,3.021,4.161,4.447,2.342,3.586,1.903,4.282,2.369,1.311,1.113,1.715,2.315,3.678,3.419,3.268,2.635,4.261,1.126,1.794,4.526,1.854
0,3.795,3.880,1.724,1.272,1.702,2.875,2.539,1.671,1.402,4.798,1.189,4.067,1.927,3.630,2.899,1.812,3.282,2.936,4.730,3.100,3.685,2.385,4.671,1.551,4.154,2.115,4.337,4.295,3.891,2.513,2.584,4.424,2.492,4.607,3.688,1.397,2.738,2.284,3.420,4.540,1.458,1.370,2.938,2.584,1.190,3.595,4.384,2.464,1.522,4.600,1.321,2.182,3.422,2.231,3.277
0,2.906,2.753,3.373,3.728,1.407,4.624,3.678,3.577,2.665,2.710,2.318,4.389,3.513,3.506,4.978,4.519,4.851,3.585,2.829,4.401,3.614,2.737,1.342,1.654,3.726,1.998,4.219,4.908,4.697,1.926,4.258,4.451,1.577,1.756,1.272,1.966,1.304,3.569,2.302,2.382,3.535,2.356,2.395,4.988,2.600,3.563,4.491,1.437,4.259,2.900,2.773,2.255,2.733,4.577,4.844
0,1.537,1.795,1.621,2.216,2.445,3.734,1.705,2.589,2.861,3.185,2.177,1.329,4.445,3.007,2.027,3.583,4.245,3.432,3.860,3.142,2.891,1.005,1.983,2.146,1.717,4.069,2.932,1.707,2.446,1.103,2.605,2.419,1.501,3.588,4.492,3.974,4.317,1.423,3.074,2.428,1.102,2.712,1.230,1.064,4.112,3.220,1.539,4.303,1.308,3.371,2.077,1.244,3.129,3.681,3.866
0,1.417,2.811,3.389,3.777,3.049,4.643,1.779,2.031,3.682,3.965,2.344,2.549,4.490,4.063,1.057,4.263,3.958,2.030,3.084,2.415,4.697,3.457,3.414,1.963,1.648,2.192,1.218,2.021,4.055,1.566,3.096,2.023,3.714,4.308,4.234,3.159,3.407,4.344,3.577,2.780,2.988,2.416,4.377,2.205,2.238,2.568,3.302,1.863,2.267,1.127,1.411,2.064,4.986,1.028,3.464
