label,3.599,0.958,3.460,1.107,3.141,0.047,1.890,4.367,3.433,3.961,2.092,4.236,2.248,4.533,3.163,4.272,4.533,2.528,1.649,2.665,3.921,2.300,4.752,4.298,2.818,1.913,3.486,2.568,1.285,4.200,3.364,2.795,2.655,2.147,1.586,3.511,2.573,0.562,2.085,3.243,1.643,3.099,2.792,1.715,0.827,1.723,4.761,4.339,2.487,4.644
0,1.574,2.453,4.196,3.704,0.991,0.137,4.457,0.615,2.280,2.705,0.141,2.970,4.807,2.797,3.782,1.440,0.373,2.077,0.008,4.301,3.142,2.546,1.888,0.912,2.102,2.713,0.080,4.724,1.254,0.318,4.606,3.668,1.116,3.639,1.958,2.583,1.701,3.248,3.655,2.503,3.060,3.599,4.669,1.290,3.541,4.271,3.306,0.234,1.121,1.187
0,3.012,4.804,3.689,2.071,4.601,1.823,2.069,2.949,2.445,0.232,1.019,3.724,4.739,3.279,4.087,4.290,0.381,3.919,4.837,0.517,4.955,0.469,0.879,2.839,4.634,2.028,1.518,4.729,1.529,1.659,2.328,3.110,2.448,3.840,4.163,3.015,4.180,3.250,1.248,1.451,4.790,4.046,0.176,2.721,0.947,4.084,2.424,4.538,3.119,2.841
0,0.577,3.781,0.008,1.240,4.735,0.827,1.987,2.945,3.149,0.066,1.902,3.803,4.125,0.199,3.296,2.012,2.633,2.343,1.966,1.653,3.217,3.766,0.507,2.240,3.823,3.363,2.372,1.492,2.586,1.250,0.795,0.361,1.513,0.037,0.104,3.758,3.978,4.380,4.021,4.282,1.809,0.447,4.580,2.594,0.859,3.561,2.032,0.564,4.750,2.856
0,4.916,3.009,3.722,4.910,1.185,0.855,3.149,3.348,0.847,1.785,3.790,2.110,0.071,0.295,3.875,1.102,4.782,1.588,4.254,4.845,4.743,1.998,0.353,4.133,3.651,4.275,4.139,3.223,4.924,4.758,2.993,1.364,1.788,0.950,4.739,1.011,2.573,2.550,3.507,3.921,3.124,4.713,1.946,1.123,3.221,3.995,0.685,4.745,2.988,3.655
0,1.458,0.618,4.255,3.533,0.178,4.869,0.282,2.991,0.419,1.067,0.818,3.443,4.415,1.166,3.840,0.485,1.541,0.663,4.154,1.371,2.834,4.908,4.499,0.511,4.680,2.784,2.188,1.598,4.598,4.728,3.284,1.270,3.781,2.286,2.572,4.306,4.402,1.651,2.843,4.065,4.869,1.868,3.656,4.851,0.142,3.290,4.288,3.839,1.424,3.356
0,4.431,2.709,3.726,1.139,1.756,3.889,1.912,1.670,0.017,2.910,0.242,1.793,0.526,1.373,2.792,4.054,0.285,4.129,3.196,4.123,2.255,3.049,0.141,2.195,4.712,3.007,4.801,0.958,0.248,0.708,1.307,3.409,2.825,0.898,4.654,0.574,0.108,1.935,1.544,4.821,3.233,3.587,4.821,0.663,3.656,0.650,2.857,0.983,2.004,3.923
0,0.165,3.665,3.589,2.702,2.340,2.654,2.275,2.760,4.078,3.869,0.162,3.476,4.640,2.317,2.979,3.923,0.086,0.375,0.832,0.129,2.573,0.087,2.523,3.018,2.281,0.190,2.235,2.992,2.750,3.231,1.279,1.259,1.478,4.605,0.305,0.246,4.742,2.774,3.666,2.007,3.602,2.158,3.090,0.934,4.504,1.034,3.126,1.526,2.581,1.614
0,3.298,4.282,1.824,3.159,3.453,2.795,4.236,2.857,2.302,3.812,1.059,3.605,3.251,4.934,4.012,0.809,4.771,1.980,3.752,3.200,3.570,1.500,0.074,3.798,1.786,4.810,2.083,4.141,0.033,2.534,2.924,3.708,0.637,1.649,0.370,4.306,2.179,2.688,2.698,4.681,0.513,3.450,4.802,3.725,1.528,4.486,4.081,4.726,0.137,0.489
0,3.170,2.773,0.052,1.341,2.581,1.400,4.415,0.050,1.416,3.030,0.926,3.256,2.627,2.536,3.785,3.887,3.020,3.685,4.381,3.648,2.937,3.519,1.146,1.444,1.884,4.549,0.492,3.432,2.558,3.680,1.606,4.400,2.393,3.665,1.086,2.792,0.212,1.371,2.708,4.298,4.014,2.436,4.678,0.770,4.519,4.654,0.361,1.409,0.406,1.449
0,2.101,1.127,2.603,2.626,1.241,1.270,0.843,1.436,4.694,4.195,4.397,2.941,1.635,4.619,1.364,2.446,0.697,4.199,3.078,0.282,1.210,0.927,4.551,3.870,4.027,0.069,0.197,4.285,3.282,4.707,4.872,3.593,4.834,0.090,2.242,0.526,0.627,2.317,4.500,4.637,0.914,4.198,1.488,4.096,2.398,0.050,4.009,4.288,4.676,3.895
0,0.638,4.060,4.985,1.703,2.074,1.742,2.485,4.475,0.588,4.537,0.645,1.229,3.907,2.222,0.434,1.155,2.956,1.103,0.969,1.958,4.474,1.737,0.242,3.872,4.789,3.956,4.635,0.259,3.398,4.016,4.902,3.006,1.901,1.409,4.985,3.227,4.253,0.443,4.134,1.841,4.338,0.991,3.161,4.725,3.420,2.692,1.876,0.109,1.308,0.961
0,2.081,3.448,0.765,0.510,4.493,2.875,1.791,3.617,0.286,2.627,3.174,4.572,4.988,2.996,0.179,3.045,4.399,4.440,0.029,0.790,0.661,2.893,1.331,0.923,0.796,2.532,4.216,0.349,3.458,3.719,2.997,1.929,1.570,2.244,0.482,4.642,1.220,2.643,0.707,0.662,3.546,2.562,2.052,3.571,1.315,4.841,3.239,1.196,3.630,4.221
0,0.106,2.065,2.873,0.745,1.775,4.774,0.472,3.512,3.964,0.288,2.154,2.018,4.803,3.461,2.417,2.292,3.465,1.496,4.001,2.817,4.519,1.908,3.198,1.527,3.813,1.845,0.574,4.712,1.975,0.656,4.209,1.255,0.927,2.405,0.616,2.484,1.948,2.921,0.756,0.683,1.059,3.290,3.769,3.558,3.804,4.538,2.357,3.176,3.173,3.820
0,4.384,1.208,4.465,4.697,4.453,2.157,4.118,4.356,3.086,1.828,0.456,0.550,2.811,4.294,0.784,1.824,1.385,4.992,3.225,4.649,0.090,0.507,0.223,4.836,1.131,2.717,2.107,2.735,0.425,0.038,4.473,4.321,1.122,3.312,2.385,4.834,1.382,3.318,4.313,0.331,0.566,1.496,3.965,4.916,4.178,2.987,4.206,2.866,3.013,2.526
0,0.180,0.857,0.968,4.318,2.642,3.191,1.619,2.723,0.804,4.859,3.805,3.717,4.338,4.653,2.124,2.029,1.638,4.222,1.276,3.949,2.223,3.967,4.545,1.324,0.215,3.705,1.769,1.953,1.697,3.149,3.097,0.414,1.689,2.188,4.304,0.594,3.230,3.813,1.230,3.509,4.115,4.794,2.384,3.042,3.449,4.224,3.975,2.837,2.996,0.676
