label,1.008,4.392,3.849,3.367,2.511,4.577,4.969,1.295,4.937,4.937,4.799,3.139,2.684,2.030,2.318,3.368,4.689,4.875,3.130,4.548,3.336,2.453,3.846,1.935,3.161,3.284,1.271,1.403,2.427,1.260,2.402,4.919,3.018,2.113,1.002,1.158,2.441,2.867,3.046,4.861
0,1.083,3.648,3.176,2.913,3.196,3.235,4.392,3.946,2.533,3.972,2.858,2.963,1.353,4.832,2.590,4.825,3.687,3.419,1.312,1.412,2.261,1.203,2.743,1.225,3.929,3.880,2.744,3.200,3.171,4.612,4.669,1.823,4.129,1.403,4.800,1.023,4.497,4.190,3.098,2.170
0,1.700,1.103,3.179,3.376,4.186,3.239,1.647,2.752,4.687,4.803,1.954,2.783,4.405,2.482,1.587,4.754,1.591,4.803,2.066,1.612,1.602,1.059,3.932,4.853,1.315,4.140,3.299,2.824,4.184,3.569,4.321,4.739,4.252,1.540,3.576,3.046,3.390,4.520,4.484,4.439
0,4.968,3.699,2.438,3.858,2.267,1.646,2.831,1.619,2.577,2.403,3.051,4.253,3.532,3.302,3.875,1.824,2.679,1.783,2.575,1.310,2.104,2.122,2.209,2.219,2.392,2.209,3.133,3.089,4.276,2.584,2.999,2.173,4.780,2.706,3.480,4.556,1.376,1.622,2.860,3.932
0,3.240,2.772,3.810,2.914,4.587,4.031,1.077,3.379,3.574,4.357,1.865,1.884,2.203,1.570,3.497,3.825,3.655,1.485,2.930,3.210,4.878,3.877,4.292,2.355,3.810,4.998,4.235,2.562,4.267,3.969,3.859,2.089,4.905,2.570,4.183,3.442,1.621,2.765,3.564,4.811
0,1.034,1.746,4.681,3.176,2.211,2.490,3.617,2.356,2.975,4.387,1.435,4.411,1.538,3.102,1.419,4.799,4.285,4.231,1.795,1.315,1.348,2.753,2.888,4.499,2.887,3.739,2.092,1.300,1.274,1.051,2.588,3.117,4.760,3.241,1.029,4.386,2.682,2.108,3.624,3.894
0,1.598,1.181,1.893,2.159,2.605,1.947,2.768,4.381,2.745,4.219,4.751,1.729,2.100,4.325,4.117,4.646,2.335,3.517,3.569,1.692,2.106,3.659,3.642,1.966,4.733,2.669,1.749,4.171,3.831,2.565,3.289,1.382,2.733,3.032,4.739,1.521,3.648,2.809,3.303,4.277
0,1.983,1.712,1.855,3.052,4.462,2.397,4.768,1.823,4.119,2.992,1.856,3.278,1.764,2.255,4.566,2.867,4.828,1.407,4.394,1.570,4.655,1.861,2.853,2.545,1.241,4.965,4.980,1.102,1.094,2.279,2.467,4.307,3.979,2.674,3.110,2.853,1.380,2.462,2.381,2.926
0,1.731,2.576,4.123,1.192,2.187,3.773,3.508,2.110,4.011,3.553,4.895,2.930,1.868,1.198,1.054,3.890,2.756,3.296,2.133,3.551,2.832,1.696,1.220,3.281,3.911,3.643,3.234,1.685,4.946,1.767,2.064,4.806,2.526,2.369,4.941,3.200,4.464,3.159,4.744,1.566
0,2.145,4.177,4.682,2.990,4.349,4.397,4.823,3.760,2.789,1.527,1.601,1.519,2.735,2.280,4.900,1.470,3.074,1.591,3.191,1.047,1.119,1.472,2.402,2.133,4.931,4.642,2.745,2.712,4.686,4.782,4.310,2.198,4.414,1.186,2.812,2.778,3.141,3.206,2.375,1.859
0,2.356,4.672,4.274,4.063,1.827,1.239,3.847,2.170,4.214,3.944,4.714,2.129,4.108,4.525,4.733,1.954,2.183,3.902,2.407,3.147,3.269,1.074,1.548,3.722,3.769,1.510,3.634,4.554,3.308,1.773,2.653,1.017,4.280,4.830,4.100,1.510,1.553,3.399,3.384,1.774
0,4.636,4.670,2.566,4.060,4.467,3.491,2.061,1.002,2.223,2.233,3.324,3.989,2.312,3.763,4.615,2.973,2.778,4.369,1.691,2.115,1.415,2.420,1.058,4.326,3.978,4.975,3.119,3.891,1.460,4.925,4.166,2.586,3.020,4.571,4.284,1.540,3.103,1.189,4.272,2.961
0,3.515,1.218,2.509,4.165,4.630,3.852,4.728,2.118,3.940,1.486,2.215,1.041,2.536,3.451,1.405,1.681,3.412,1.967,1.968,4.888,2.462,3.009,3.012,3.750,4.344,2.614,3.114,2.803,1.242,3.525,2.634,4.108,4.806,4.510,3.831,2.063,2.565,1.749,1.757,3.234
0,1.761,1.175,2.246,3.416,2.207,3.272,2.921,1.961,3.169,1.202,1.213,3.992,3.582,1.923,1.788,1.448,1.431,1.208,4.087,2.868,4.652,3.336,3.024,2.966,1.312,3.745,3.157,3.259,2.029,2.681,3.734,1.633,3.641,1.585,1.895,2.742,1.073,2.869,4.816,2.582
0,3.202,3.753,2.790,2.709,1.298,2.369,2.926,2.888,1.810,2.185,4.073,1.512,4.728,1.450,1.821,1.964,1.782,1.828,1.801,3.471,4.308,3.649,3.567,4.065,3.739,3.081,1.070,2.112,4.230,1.922,1.024,2.381,3.690,1.722,3.910,4.780,2.026,1.686,2.405,3.815
0,4.092,3.032,2.288,4.530,2.192,1.045,4.576,3.571,1.976,1.545,4.426,2.910,3.552,3.884,1.270,1.808,2.953,4.643,2.111,3.099,3.213,1.568,3.288,4.631,2.796,2.283,2.181,2.687,4.114,4.684,3.397,1.506,4.930,1.908,3.590,3.095,1.714,1.982,3.711,4.281
0,2.370,2.617,2.729,4.709,3.528,2.150,3.253,2.641,2.647,3.048,2.275,4.803,2.234,2.652,2.266,1.659,2.653,3.248,3.193,2.295,2.635,4.603,1.249,3.211,2.223,4.627,3.547,1.764,1.677,4.869,3.875,2.627,3.216,3.708,1.241,2.217,3.770,4.428,3.450,2.745
0,3.119,3.357,4.588,4.439,1.541,1.099,3.745,1.260,1.865,3.787,1.552,3.730,2.594,1.413,4.311,2.917,4.425,3.695,3.896,1.195,4.821,1.295,3.004,4.448,4.171,4.503,1.619,2.410,3.927,2.978,4.736,1.694,2.322,2.939,3.455,2.607,1.129,2.082,2.148,1.119
0,4.512,2.731,3.159,1.395,3.214,2.548,4.488,4.665,2.062,1.822,1.853,4.713,2.865,4.483,2.509,3.428,3.550,3.207,2.824,4.254,2.904,1.789,2.764,2.758,4.813,4.759,1.436,4.033,2.000,2.170,2.447,4.418,4.945,1.012,1.906,1.973,1.837,1.746,4.785,3.067
0,3.060,1.799,1.803,3.805,1.110,4.033,4.115,2.129,1.076,3.359,3.833,1.734,2.867,1.964,4.567,3.218,4.069,2.704,4.142,4.684,4.889,4.188,3.544,2.598,2.299,4.693,1.835,3.658,3.419,2.849,4.899,3.211,4.865,2.654,1.656,2.404,4.476,3.752,2.825,2.116
0,4.634,4.037,1.675,2.051,2.862,4.859,1.316,1.614,2.128,3.183,3.019,4.812,3.672,2.403,3.800,3.676,3.638,1.049,1.318,2.888,4.913,4.440,2.739,4.666,4.024,3.362,2.911,1.754,1.157,2.117,1.897,3.018,1.257,3.117,4.137,3.444,2.760,1.906,4.870,3.599
0,1.400,1.727,2.190,4.070,4.374,4.381,4.473,2.388,2.078,2.640,2.265,4.291,1.848,2.808,4.307,3.225,2.951,4.867,1.481,3.586,4.207,2.618,4.385,4.496,3.174,3.076,2.598,4.325,1.465,2.212,2.870,3.431,1.834,4.065,1.947,3.254,2.954,1.978,1.534,1.360
0,4.161,4.837,1.013,4.877,1.734,1.939,1.330,3.218,1.080,3.944,4.123,1.521,1.223,4.840,4.299,1.612,3.668,1.590,1.376,1.815,4.830,2.426,3.851,2.725,3.772,3.874,2.177,4.719,4.298,4.856,1.830,4.417,1.443,4.715,1.847,4.253,4.555,3.418,1.953,2.017
0,4.859,3.126,1.367,2.356,1.748,1.792,3.072,4.565,4.126,2.189,1.812,1.370,2.187,1.290,1.827,3.588,3.156,4.015,4.243,3.506,3.760,3.766,2.955,3.949,4.111,1.277,1.125,4.591,1.113,3.863,1.981,2.191,2.645,1.532,2.651,3.443,2.193,4.799,1.734,1.162
0,2.012,2.053,3.507,1.958,2.820,3.380,4.405,3.561,3.802,2.162,3.716,2.438,1.423,3.620,2.242,4.863,3.347,2.536,3.299,4.768,4.137,1.292,1.377,2.470,4.373,4.836,1.563,3.545,1.555,1.386,2.458,3.526,1.954,3.706,1.391,2.263,4.149,2.617,3.644,4.910
0,2.411,4.038,4.931,4.951,1.365,1.556,3.997,2.051,4.418,1.894,4.804,1.038,4.905,1.423,3.140,2.986,4.689,4.964,3.570,1.040,4.873,3.387,2.478,1.056,2.740,3.670,2.050,1.260,3.788,2.758,4.827,4.014,3.780,4.391,1.177,2.400,3.848,4.180,3.012,1.076
0,2.169,3.327,3.071,2.917,2.077,4.766,3.876,3.395,2.801,1.762,4.369,3.180,1.492,4.694,4.632,4.536,3.664,4.267,3.277,2.609,1.367,1.560,3.230,3.479,4.064,2.572,1.857,1.696,2.180,3.302,2.280,4.641,3.990,3.210,2.406,2.991,4.904,1.546,2.970,1.194
0,2.447,2.537,2.702,1.042,3.661,1.939,3.737,4.649,2.349,2.199,2.567,4.693,3.077,4.373,2.469,4.943,1.968,1.126,4.517,2.224,2.567,4.829,1.759,3.148,2.525,3.192,4.513,3.084,1.951,2.918,4.478,1.082,2.124,3.570,2.594,4.076,4.030,4.478,1.243,3.490
0,4.578,2.641,1.763,3.128,2.962,2.430,3.445,3.013,3.115,4.214,3.089,3.765,1.026,1.567,2.079,1.664,4.213,4.517,4.359,1.305,2.200,3.277,1.656,2.981,1.006,3.300,1.272,2.148,1.911,1.455,1.006,1.016,2.693,1.862,4.292,4.428,1.514,2.675,4.192,3.691
0,4.505,1.174,1.403,2.793,3.055,4.031,4.121,4.760,3.205,3.738,1.101,3.729,2.736,4.157,2.095,1.412,4.082,1.601,4.348,2.578,4.163,1.139,3.997,1.238,2.791,2.478,3.124,1.343,1.735,2.416,2.182,4.016,4.997,1.365,4.719,1.850,3.951,1.328,2.178,3.037
0,1.242,4.749,2.462,4.521,3.972,2.791,4.027,3.429,4.948,1.254,1.576,3.579,4.084,3.350,1.302,1.819,4.927,4.606,4.832,3.395,3.988,2.091,3.304,2.910,2.822,1.240,3.672,4.737,1.053,4.051,3.288,2.372,4.765,2.976,4.256,2.601,4.658,1.631,1.361,2.282
0,2.081,1.938,2.922,4.600,1.886,4.401,1.302,3.402,3.888,3.762,1.285,3.887,1.884,3.000,4.373,2.969,2.131,2.834,2.747,3.648,2.970,1.770,1.365,1.071,1.071,3.117,2.765,4.239,4.792,1.993,1.088,3.110,3.712,3.323,3.369,1.364,1.451,4.399,4.671,3.046
0,3.258,1.484,3.337,4.517,4.466,1.488,4.658,4.309,1.924,3.115,3.588,1.284,1.191,3.535,2.798,3.182,3.452,4.017,2.588,4.658,3.243,2.286,3.290,2.970,2.303,2.132,3.238,1.847,2.840,1.196,2.075,1.719,1.870,3.281,1.843,4.308,2.445,4.471,1.496,3.371
0,1.896,1.529,4.239,2.253,3.813,1.694,3.444,2.236,4.756,4.279,3.057,1.738,3.700,1.709,1.094,1.368,4.227,3.209,4.956,4.226,1.101,3.817,3.699,2.461,2.687,1.456,1.268,3.268,1.730,4.956,1.821,3.887,1.629,4.531,2.631,1.775,1.337,3.003,2.675,3.615
0,3.922,3.886,2.064,4.775,4.463,2.573,3.633,1.119,2.612,4.098,3.831,4.033,3.040,3.958,4.751,2.635,3.312,4.407,2.285,1.108,4.103,3.293,3.439,3.788,1.756,4.954,1.098,4.077,2.488,3.907,2.605,2.330,2.442,2.016,1.454,3.427,3.407,4.796,2.916,4.934
0,4.455,3.316,1.634,3.341,4.973,1.816,4.269,1.892,4.018,2.079,2.373,1.272,1.031,3.640,2.394,1.209,4.798,1.606,1.103,2.813,2.538,3.158,3.891,3.958,2.341,2.868,1.175,4.769,4.541,1.328,1.786,2.812,2.533,4.515,3.740,4.149,2.137,1.531,4.342,3.128
0,1.041,1.717,2.468,1.758,1.980,3.247,4.823,3.303,3.284,4.430,4.862,3.270,2.727,2.949,4.704,2.297,3.526,1.142,2.541,3.116,3.008,4.692,4.291,1.636,3.919,1.052,4.941,4.922,3.964,3.535,4.516,1.841,2.715,2.932,4.145,4.220,2.634,2.168,2.048,3.598
0,3.643,3.568,3.659,1.362,3.201,1.066,2.322,3.703,3.028,1.280,1.236,4.371,2.833,4.300,3.160,3.262,4.171,1.204,4.752,1.226,2.089,3.109,4.879,4.393,3.239,3.527,1.692,3.884,3.467,2.151,4.228,2.602,4.235,1.687,4.711,2.159,1.766,2.294,4.011,4.555
0,2.169,2.365,1.500,1.705,4.233,4.401,2.066,1.768,3.852,1.304,3.454,1.676,3.242,1.044,2.898,1.257,1.601,3.587,4.859,4.007,2.760,2.772,2.139,3.959,2.275,2.236,1.596,3.424,2.169,4.040,4.217,1.487,4.073,2.381,3.618,2.682,2.414,4.838,1.951,4.707
0,1.043,2.031,1.334,4.889,1.596,1.408,3.603,3.362,3.075,1.109,1.795,2.696,3.817,3.807,4.042,3.248,4.308,4.374,4.877,4.857,1.197,2.882,1.684,1.837,1.574,3.972,4.398,4.842,3.338,2.554,4.523,4.339,1.827,2.950,2.521,2.647,3.907,3.231,2.172,1.510
0,2.938,4.886,1.860,1.081,2.908,4.122,3.470,2.807,2.500,1.654,2.808,1.762,3.995,1.422,3.685,4.489,3.821,2.959,3.467,4.595,4.798,2.846,1.180,2.784,1.713,3.312,3.119,2.505,4.333,4.315,4.600,2.761,1.855,3.240,2.030,2.834,4.556,4.290,4.448,2.638
0,4.937,2.872,1.845,2.246,3.018,3.221,2.160,1.216,2.212,1.178,3.059,4.943,2.898,2.249,1.626,2.114,4.422,2.342,2.996,4.398,4.120,1.366,4.748,1.037,3.469,1.999,2.757,2.569,4.712,2.431,4.384,4.689,3.183,3.233,1.418,4.766,3.157,3.968,3.663,1.529
0,1.504,3.515,2.787,3.513,2.209,3.680,3.530,4.366,4.633,2.860,2.816,3.363,3.239,3.315,1.749,3.349,3.408,1.765,4.107,2.426,1.890,3.143,2.230,4.998,1.674,4.845,2.406,2.093,1.204,1.044,3.831,4.172,3.596,4.675,2.568,2.668,2.534,2.284,3.710,1.842
0,2.060,1.971,3.225,4.440,3.767,1.221,2.361,4.526,1.426,2.552,2.114,1.242,2.462,2.654,4.414,4.700,4.203,4.335,4.154,3.051,1.874,4.445,4.528,3.090,4.206,1.814,4.367,1.774,4.165,3.083,3.047,3.727,4.151,1.121,2.707,3.108,4.517,2.698,4.369,2.038
