label,4.496,7.619,1.844,1.555,5.311,8.391,5.597,3.237,3.434,6.899,6.976,5.486,7.319,4.628,10.16,4.324,6.261,4.293,3.411,6.951
0,7.282,5.218,4.403,5.562,5.760,2.918,5.603,3.226,1.181,3.508,1.506,6.455,4.534,1.285,8.425,6.446,7.605,3.527,4.468,7.835
0,3.245,6.920,2.988,0.387,3.065,1.546,8.237,2.381,2.899,5.215,3.193,8.020,5.140,2.913,7.790,7.062,9.464,1.686,2.391,8.761
0,4.333,3.084,1.525,5.543,3.869,4.083,10.49,3.723,4.535,2.039,7.131,5.892,9.257,3.959,5.568,6.270,5.748,3.991,3.902,7.569
0,4.760,5.379,4.869,3.791,7.489,3.914,7.709,6.683,1.854,3.772,4.466,9.064,3.150,4.779,6.551,3.549,6.620,-0.08,5.846,2.594
0,6.426,4.695,7.608,3.678,5.233,5.401,4.700,7.900,4.527,6.147,1.667,4.918,6.467,3.463,2.476,8.882,1.361,4.379,4.619,6.409
0,8.544,5.139,2.502,5.117,5.166,2.189,4.547,5.049,4.754,10.85,1.740,5.527,6.517,6.748,6.403,2.417,4.922,2.858,3.943,5.845
0,1.738,3.454,6.339,2.386,6.869,7.249,6.278,2.415,3.140,5.771,5.744,5.838,6.785,6.058,5.395,6.389,5.786,6.152,0.250,7.505
0,4.805,4.403,0.802,4.301,2.955,3.804,0.207,3.163,5.962,2.374,2.856,6.460,5.892,7.681,5.133,7.447,6.129,4.543,4.011,8.425
0,2.302,3.609,2.070,1.795,5.054,4.895,0.853,6.178,6.134,4.446,4.797,3.618,11.02,5.138,1.954,4.290,5.945,8.054,7.626,4.147
0,4.917,6.469,7.986,7.341,5.221,3.823,5.371,1.244,3.714,2.829,5.055,5.497,5.790,4.695,3.670,6.998,7.602,6.462,3.999,4.728
0,6.142,7.554,5.409,3.911,5.611,9.151,2.844,4.541,5.498,5.291,9.130,4.921,3.319,2.195,4.202,0.998,6.951,2.381,8.448,3.324
0,6.242,5.039,3.970,5.049,5.250,2.542,5.698,3.314,5.059,5.102,5.448,5.812,6.917,6.773,1.884,3.076,1.459,3.549,3.279,3.677
0,5.480,5.196,5.378,8.006,3.192,2.253,3.470,3.033,6.171,6.005,4.035,4.042,6.170,3.051,5.944,4.047,5.878,6.193,4.230,-0.00
0,8.249,4.126,5.634,4.796,3.626,7.136,8.911,4.109,3.671,4.656,7.339,2.302,5.061,1.020,8.950,4.258,3.417,3.987,5.903,5.751
0,3.888,6.425,5.132,5.202,2.030,4.269,3.654,4.266,4.627,2.564,8.553,6.734,7.536,8.232,5.139,4.232,4.860,7.573,1.954,2.449
0,3.358,6.694,5.238,0.938,2.457,8.678,10.08,-0.15,5.103,4.051,5.703,5.853,4.160,6.141,7.387,6.202,6.120,5.141,4.746,5.561
0,4.347,4.276,5.742,6.053,5.225,5.773,0.076,5.426,3.032,4.623,3.955,7.515,4.124,4.028,8.122,7.021,5.593,2.643,0.563,7.221
0,7.239,4.389,6.149,3.632,5.237,4.451,3.713,6.431,4.752,6.223,3.329,7.505,4.505,3.470,0.937,4.150,3.898,2.870,3.126,4.652
0,-0.81,5.575,6.422,3.398,6.576,4.634,4.816,8.526,4.834,6.393,6.289,5.891,8.864,5.384,4.877,6.214,5.347,3.109,4.667,7.405
0,3.313,2.926,5.983,3.810,4.115,2.971,3.597,6.269,7.514,3.171,0.484,7.711,2.737,6.146,6.849,5.877,4.019,3.494,5.967,3.824
0,2.879,6.057,5.135,3.406,6.305,7.701,4.457,5.063,5.666,5.339,4.725,2.095,5.885,5.120,8.134,2.479,5.471,5.260,6.060,3.135
0,7.114,5.604,7.262,4.942,4.356,7.081,6.515,6.284,5.649,5.553,5.313,6.610,4.847,4.488,7.060,3.800,8.471,7.286,5.447,5.528
